App_Category,App_Type,Score,Review_Date,Review_Content,Thumbs_Up,Cleaned_Review,Dominant_Topic_ID,Topic_Name
Traditional Bank B,Traditional Bank,5,2026-06-12 19:08:55,"Love the app, let's me view all of my Citi Cards!",0,love lets view citi cards,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:59:13,Easy to use app.,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:51:27,it's easy to use/navagate.,0,easy usenavagate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:46:11,awesome,0,awesome,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:36:04,great service,0,great service,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:35:37,great app,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:30:16,Good,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:25:21,Very good. Easy to use.,0,good easy,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,2,2026-06-12 18:20:13,keeps saying wrong password!,0,keeps saying wrong password,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:04:59,"Ease, no challenges with site to date - the ups and downs of the present economy a different story - but God is good and keeping the Faith. 🙏",0,ease challenges site date ups downs present economy different story god good keeping faith,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-12 18:03:20,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 17:48:20,I love the lock and unlock feature ..,0,love lock unlock feature,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 17:43:37,lived the short tutorial from agent! So helpful in tracking returns and credits.,0,lived short tutorial agent helpful tracking returns credits,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-12 16:56:07,Efficient,0,efficient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 16:51:23,security which I appreciate is top class as well as the easy access to my account Thanks!,0,security appreciate top class well easy access thanks,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,1,2026-06-12 16:49:19,App Stop Working on Samsung Galaxy S24 Ultra. whatever they did recently broke the App.,1,stop working samsung galaxy ultra whatever recently broke,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 16:25:41,Amazing 🤩,0,amazing,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 16:17:29,Convenience and easy to use.,0,convenience easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 16:15:41,easy and convenient,0,easy convenient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,2,2026-06-12 16:14:52,"Constant ads. Can't get through a session without an intrusive add popping up. It's not ""new features"" but just a constant set of advertisements for other products.",0,constant ads cant session without intrusive add popping new features constant set advertisements products,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-12 16:09:14,friendly people aware of their products always with a smile,0,friendly people aware products always smile,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-12 15:57:44,Quick pay,0,quick pay,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 15:54:45,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,4,2026-06-12 15:26:30,super easy and efficient,0,super easy efficient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 15:16:02,easy to use and navigate,0,easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 15:11:23,Great!,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-12 15:11:21,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 15:05:52,Very easy to use. really good navigation.,0,easy really good navigation,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,1,2026-06-12 14:52:03,It does not install. A total nu9 It does not install. A total nuisance!,0,install total install total nuisance,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 14:37:20,"The app is configured very well. Easy to see all of your accounts in summary and then swipe left or right and click to go into the details. It's very cleanly organized. The details are excellent too. They show pending items and totals and also show the posted totals. If you have multiple users in the account, it will also show which of the users made the activity. You can easily turn any cards on or off and chat with customer service directly in the app too. This is the close to perfect!",1,configured well easy see accounts summary swipe left right click details cleanly organized details excellent show pending items totals also show posted totals multiple users also show users made activity easily turn cards chat customer service directly close perfect,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,4,2026-06-12 10:47:37,1st of all I dont understand why the app wouldn't let me sign on using the pin like it has for many months and instead wanted my password and then wouldnt recognize password and I had to create new one...which may have been easy except I am ONLY the spouse of the Primary so I had to go searching for their credit card since we now have different numbers. I wish there was a way to give AUTHORIZED USERS administrator power..ofcourse with permission of primary. I handle ALL of account management!,0,dont understand wouldnt let sign using pin many months instead wanted password wouldnt recognize password create new onewhich may easy except spouse primary searching credit card since different numbers wish way give authorized users administrator powerofcourse permission primary handle management,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 08:41:28,easy to access and navigate.,0,easy access navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 08:18:05,overall good,0,overall good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-12 06:46:30,the app is easy to navigate,0,easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 06:27:34,So glad that I decided to get my credit card statement & updated info on my phone! Discovered something on here that I don't believe is truly my charge!,0,glad decided credit card statement updated info phone discovered something dont believe truly charge,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-12 05:54:35,"Disputed charge very, very easy to handle.",0,disputed charge easy handle,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 05:49:48,Great app.,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-12 05:46:34,very easy-to-use,0,easytouse,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-12 05:12:04,easy to do,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 05:02:35,"super easy to use, love the security and transparency.",0,super easy love security transparency,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 04:33:18,user friendly,0,user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-12 04:23:05,Easy too use and clear information.,0,easy clear information,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,4,2026-06-12 04:01:05,it won't let me use biometrics,0,wont let biometrics,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-12 03:47:30,Always helpful and ready to protect. Bravo,0,always helpful ready protect bravo,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-12 03:41:27,fast and easy to use,0,fast easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 03:41:20,"very easy to use, very convenient.",0,easy convenient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 03:13:03,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 02:29:47,It's great,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-12 02:28:35,So incredibly easy to pay my bill and super easy to lock the card for protection and unlock when needed.,0,incredibly easy pay bill super easy lock card protection unlock needed,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 02:19:39,love the app..better than most I have used in past and easy to access.,0,love appbetter used past easy access,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 02:04:43,good,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,2,2026-06-12 01:03:41,they make it too hard to see what you're spending. with a Amex you just scroll down.,0,make hard see youre spending amex scroll,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,4,2026-06-12 00:57:33,"not very intuitive, I might need to learn it better",0,intuitive might need learn better,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-12 00:48:28,Easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 00:32:57,So easy to use and to find information about your account.,0,easy find information,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-12 00:00:41,Great source 👍,0,great source,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 23:37:38,it's great to get the information you need.,0,great information need,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 23:34:13,works great easy to navigate,0,works great easy navigate,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 23:29:14,User friendly. Easy to read. Great app.,0,user friendly easy read great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 23:28:28,Easy log in...just simple 👍,0,easy log injust simple,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 23:22:38,works great!,0,works great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 23:16:56,5 STARS,0,stars,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 23:12:10,Excellent,0,excellent,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 22:56:09,awesome app,0,awesome,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,1,2026-06-11 22:46:39,bad,0,bad,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 22:36:29,I would like a quicker balance increase but I have had no problems,0,quicker balance increase problems,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 22:22:30,Has been very beneficial. Clear and I mainly use it for any expense I have for my car.,0,beneficial clear mainly expense car,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 22:22:27,"easy, quick",0,easy quick,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 21:56:31,"Easy to use, great to have on the go. Five years after initial review, I am still a fan of the ease of use of this app.",0,easy great five years initial review still fan ease,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 21:41:19,great,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 21:33:16,Any app that's easy to use is a win in my book.,0,thats easy win book,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 21:19:52,"easy to use, convenient",0,easy convenient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 21:19:12,very visually engaging. easy to see important information.,0,visually engaging easy see important information,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 21:13:10,easy access run reliable,0,easy access run reliable,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:55:13,Very user friendly. Almost never glitches. 2026. Arguably still the best banking app around.,0,user friendly almost never glitches arguably still best around,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,3,2026-06-11 20:45:56,"cannot open after many years of successful use. finally found a post that worked...cleared cache and data, Uninstaller, restarted phones, the reinstalled app and it's working now.",0,cannot open many years successful finally found post workedcleared cache data uninstaller restarted phones reinstalled working,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:42:04,very user friendly,0,user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:37:42,User friendly,0,user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:26:46,smooth,0,smooth,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:25:09,The app is great! Everything all in one place!,0,great everything one place,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:20:26,"simple, easy, one stop banking!",0,simple easy one stop,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:19:17,Excellent! Thank You CB!,0,excellent thank,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 20:19:05,friendly app,0,friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,4,2026-06-11 19:43:52,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,1,2026-06-11 19:38:14,The method of trying to reset password is impossible and useless,0,method trying reset password impossible useless,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 19:38:05,Citi Mobile is best bank app we've used. intuitive and works flawlessly. 😊,0,citi mobile best weve used intuitive works flawlessly,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-11 19:37:12,good,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-11 19:29:40,easy great,0,easy great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 19:11:27,very good so far 👍,0,good far,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-11 18:54:24,Easy to use and gives real time information which is helpful when planning.,0,easy gives real time information helpful planning,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 18:48:22,Easy,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 18:23:25,works flawlessly.,0,works flawlessly,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 18:16:55,Awesome,0,awesome,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-11 18:02:03,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 17:57:28,"So far, I am very happy with this app.",0,far happy,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-11 17:49:07,I love using the app to pay my statement and check my balance,0,love using pay statement check balance,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 17:27:35,I love this app,0,love,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 17:18:08,Wonderful experience using this app,0,wonderful experience using,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 17:16:47,love my Citi CC,0,love citi,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,3,2026-06-11 17:10:14,"App is improving! It is not constantly reporting 'system busy, try again later.' Howerver, I don't appreciate Citi making a person jump through hoops with a Citi-Costco CC. App does not work with a Costco CC & any other Citi card. It functioned fine for yrs then recently stopped, unbelievably dysfunctional and inconvenient.",2,improving constantly reporting system busy try later howerver dont appreciate citi making person jump hoops citicostco work costco citi card functioned fine yrs recently stopped unbelievably dysfunctional inconvenient,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 16:58:31,It is so easy to log on using the app and my passcode.,0,easy log using passcode,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 16:38:39,"this app is very friendly, all I have to do is to easily.",0,friendly easily,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,4,2026-06-11 16:37:56,app seems to be user friendly. never had any difficulties using.,0,seems user friendly never difficulties using,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 16:28:05,Once set up this has been the easiest app to track purchases AND make payments. I wish more company apps were this easy to use.,0,set easiest track purchases make payments wish company apps easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 16:20:33,Easier to use,0,easier,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 15:49:34,always easy and reliable to use,0,always easy reliable,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 15:07:32,Great easy to use app. everything you need at your fingertips,0,great easy everything need fingertips,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 14:21:53,Convenient and reliable,0,convenient reliable,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 14:09:58,The updated app took a bit of getting used to. the convenience is great.,0,updated took bit getting used convenience great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 14:05:21,Great,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 14:01:03,convenient and easy to use,0,convenient easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 13:37:30,"have been using this app for years, with no issues",0,using years issues,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,2,2026-06-11 09:16:32,This app is way too confusing to navigate and make payments. I have to have a separate spreadsheet open when using this app. Nothing about this app makes sense. Update this. Make it more user friendly or I'll be heavily considering switching to a different provider like AmEx,0,way confusing navigate make payments separate spreadsheet open using nothing makes sense update make user friendly ill heavily considering switching different provider amex,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 08:13:48,"accurate, easy to check purchases. points every time.",0,accurate easy check purchases points every time,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 07:33:57,The app has never failed me. It's easy to use and so convenient. Thank you!,0,never failed easy convenient thank,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 07:29:54,great easy to use,0,great easy,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 06:45:08,Works as it should and easy to navigate.,0,works easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 05:31:39,awesome,0,awesome,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-11 05:30:54,was great security on app,0,great security,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:37:10,User Friendly,0,user friendly,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:33:34,good,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:26:32,"No problems, fast service friendly people great cards",1,problems fast service friendly people great cards,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,3,2026-06-11 04:23:28,I usually do not have any problems using the Citi app.,0,usually problems using citi,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:16:06,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:11:42,Great !,0,great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:10:02,great easy to use,0,great easy,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:06:51,"Been with Citibank for 26 years. Great bank, love the mobile app",0,citibank years great love mobile,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,1,2026-06-11 04:06:19,"Full of bugs, 10/10 do not recommend",0,full bugs recommend,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 04:00:09,works great!,0,works great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 03:59:21,easy to navigate.,0,easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 03:29:17,great and easy to follow,0,great easy follow,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 03:24:38,easy to make payments,0,easy make payments,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 03:18:17,"it's been great, getting a message every time I used the citibank card, so I know it is my purchase it.",0,great getting message every time used citibank card know purchase,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 03:16:39,excellent service,0,excellent service,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-11 02:24:20,"Four years, and i am very pleased with this app. Very easy to use and syncs easily with fingerprints as login security",0,four years pleased easy syncs easily fingerprints login security,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 02:16:33,thanks Citi,0,thanks citi,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 02:07:01,"intuitive, dynamic account updates",0,intuitive dynamic updates,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,4,2026-06-11 01:59:43,not enough data I just got this card a couple of months ago,0,enough data got card couple months ago,3,"Theme 4: love, cash, chase"
Traditional Bank B,Traditional Bank,5,2026-06-11 01:40:05,"I really like the ease of use. This is a well designed app with the information I want on a single page or, if not, very easy to find.",0,really ease well designed information want single page easy find,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 01:30:26,I use citibank mastercard for all purchases. Unlimited 2% is better than any savings account. The app is very easy to manage and allows me to pay from any of my bank accounts. Must pay it off every month to realize the 2% benefit. It forces me to stay within my budget,0,citibank mastercard purchases unlimited better savings easy manage allows pay accounts must pay every month realize benefit forces stay within budget,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,4,2026-06-11 01:11:37,No problems. Works well and easy to navigate.,0,problems works well easy navigate,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-11 01:04:39,work great. information at your finger tips,0,work great information finger tips,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-11 00:46:44,Awesome,0,awesome,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,1,2026-06-11 00:40:37,Hasn't worked in several days. Error message says something wrong with my phone. Appears it's a nationwide issue according to a Google search.,0,hasnt worked several days error message says something wrong phone appears nationwide issue according google search,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,4,2026-06-11 00:27:50,"Great app, only wish it would state where the purchase was made in the notification text.",0,great wish state purchase made notification text,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,1,2026-06-11 00:27:27,Horrible Customer Service Experience,0,horrible customer service experience,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-10 23:42:47,Convenient & Works as expected.,0,convenient works expected,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 23:38:53,"easy to follow transactions, make payments, and track everything I need!",0,easy follow transactions make payments track everything need,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 23:10:51,Customer service guided me through this setup and it is easy once this old senior gal got started.,0,customer service guided setup easy old senior gal got started,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 22:31:21,quick and easy.,0,quick easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 22:29:59,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 22:10:52,easy to use,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 21:45:21,"App has gotten real buggy, and won't load after login. Had to use mobile website for inquiry.",0,gotten real buggy wont load login mobile website inquiry,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-10 21:06:28,Efficient,0,efficient,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 20:41:21,Easy to use and track my purchases!,0,easy track purchases,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 20:35:53,easy to use and understand.,0,easy understand,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 20:11:07,"Citi Mobile App makes it easy to sign on, keep track of your charges and make payments. I hope it always stays this good.",0,citi mobile makes easy sign keep track charges make payments hope always stays good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-10 20:03:42,citi mobile is great!,0,citi mobile great,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,5,2026-06-10 19:47:38,Good,0,good,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-10 19:36:03,Easy to use.,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,1,2026-06-10 19:35:59,worst customer service when it comes to fraud. my advice don't use this card or app. Costco scammed me to get this card.,0,worst customer service comes fraud advice dont card costco scammed card,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-10 19:12:47,Customer service was excellent,0,customer service excellent,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-10 18:37:36,Excellent!,0,excellent,4,"Theme 5: excellent, service, customer"
Traditional Bank B,Traditional Bank,5,2026-06-10 18:07:57,easy to use!,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 17:55:56,"Easy to use, visually appealing, overall great experience.",0,easy visually appealing overall great experience,1,"Theme 2: great, service, works"
Traditional Bank B,Traditional Bank,4,2026-06-10 17:50:50,"helpful reminder, easy access to pay the balance",0,helpful reminder easy access pay balance,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 17:41:12,Easy peasy to use!,0,easy peasy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 17:34:25,Pretty easy to use. Simple user interface. So far so good 👌 I like that your payment and available credit shows instantly in the app. 06/10/2026 Applying for a personal loan or a Flex loan from within the app with no credit inquiries is a huge bonus!,0,pretty easy simple user interface far good payment available credit shows instantly applying personal loan flex loan within credit inquiries huge bonus,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-10 17:28:00,simple quick and easy!!,0,simple quick easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 17:23:25,Very easy app to use.,0,easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,1,2026-06-10 17:14:35,as of today june 5 2026 i can no longer sign in. get notice of issues with my device. yet won't say what the issue might be.,1,today june longer sign notice issues device yet wont say issue might,5,"Theme 6: awesome, chase, card"
Traditional Bank B,Traditional Bank,5,2026-06-10 17:10:20,does the basics,0,basics,0,"Theme 1: easy, navigate, convenient"
Traditional Bank B,Traditional Bank,5,2026-06-10 16:59:16,good service,0,good service,2,"Theme 3: good, far, service"
Traditional Bank B,Traditional Bank,5,2026-06-10 16:56:23,Excellent clearly laid out quick convenient and very secure.,0,excellent clearly laid quick convenient secure,4,"Theme 5: excellent, service, customer"
