App_Category,App_Type,Score,Review_Date,Review_Content,Thumbs_Up
Traditional Bank B,Traditional Bank,5,2026-06-11 01:30:26,I use citibank mastercard for all purchases. Unlimited 2% is better than any savings account. The app is very easy to manage and allows me to pay from any of my bank accounts. Must pay it off every month to realize the 2% benefit. It forces me to stay within my budget,0
Traditional Bank B,Traditional Bank,4,2026-06-11 01:11:37,No problems. Works well and easy to navigate.,0
Traditional Bank B,Traditional Bank,5,2026-06-11 01:04:39,work great. information at your finger tips,0
Traditional Bank B,Traditional Bank,5,2026-06-11 00:46:44,Awesome,0
Traditional Bank B,Traditional Bank,1,2026-06-11 00:40:37,Hasn't worked in several days. Error message says something wrong with my phone. Appears it's a nationwide issue according to a Google search.,0
Traditional Bank B,Traditional Bank,4,2026-06-11 00:27:50,"Great app, only wish it would state where the purchase was made in the notification text.",0
Traditional Bank B,Traditional Bank,1,2026-06-11 00:27:27,Horrible Customer Service Experience,0
Traditional Bank B,Traditional Bank,5,2026-06-10 23:42:47,Convenient & Works as expected.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 23:38:53,"easy to follow transactions, make payments, and track everything I need!",0
Traditional Bank B,Traditional Bank,5,2026-06-10 23:10:51,Customer service guided me through this setup and it is easy once this old senior gal got started.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 22:31:21,quick and easy.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 22:29:59,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-10 22:10:52,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-10 21:45:21,"App has gotten real buggy, and won't load after login. Had to use mobile website for inquiry.",0
Traditional Bank B,Traditional Bank,5,2026-06-10 21:06:28,Efficient,0
Traditional Bank B,Traditional Bank,5,2026-06-10 20:41:21,Easy to use and track my purchases!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 20:35:53,easy to use and understand.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 20:11:07,"Citi Mobile App makes it easy to sign on, keep track of your charges and make payments. I hope it always stays this good.",0
Traditional Bank B,Traditional Bank,5,2026-06-10 20:03:42,citi mobile is great!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 19:47:38,Good,0
Traditional Bank B,Traditional Bank,5,2026-06-10 19:36:03,Easy to use.,0
Traditional Bank B,Traditional Bank,1,2026-06-10 19:35:59,worst customer service when it comes to fraud. my advice don't use this card or app. Costco scammed me to get this card.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 19:12:47,Customer service was excellent,0
Traditional Bank B,Traditional Bank,5,2026-06-10 18:37:36,Excellent!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 18:07:57,easy to use!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 17:55:56,"Easy to use, visually appealing, overall great experience.",0
Traditional Bank B,Traditional Bank,4,2026-06-10 17:50:50,"helpful reminder, easy access to pay the balance",0
Traditional Bank B,Traditional Bank,5,2026-06-10 17:41:12,Easy peasy to use!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 17:34:25,Pretty easy to use. Simple user interface. So far so good 👌 I like that your payment and available credit shows instantly in the app. 06/10/2026 Applying for a personal loan or a Flex loan from within the app with no credit inquiries is a huge bonus!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 17:28:00,simple quick and easy!!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 17:23:25,Very easy app to use.,0
Traditional Bank B,Traditional Bank,1,2026-06-10 17:14:35,as of today june 5 2026 i can no longer sign in. get notice of issues with my device. yet won't say what the issue might be.,1
Traditional Bank B,Traditional Bank,5,2026-06-10 17:10:20,does the basics,0
Traditional Bank B,Traditional Bank,5,2026-06-10 16:59:16,good service,0
Traditional Bank B,Traditional Bank,5,2026-06-10 16:56:23,Excellent clearly laid out quick convenient and very secure.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 16:48:59,so far so good,0
Traditional Bank B,Traditional Bank,5,2026-06-10 16:45:31,it does everything it is supposed to.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 16:34:51,A great app,0
Traditional Bank B,Traditional Bank,5,2026-06-10 16:09:28,I'm able to handle basically everything through this app.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 16:02:11,thx Citi!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 15:58:55,I cannot open the app. A message says they cannotopen because they find some issues with my phone and to try again later.,1
Traditional Bank B,Traditional Bank,5,2026-06-10 15:40:14,perfect,0
Traditional Bank B,Traditional Bank,5,2026-06-10 15:39:58,works great,0
Traditional Bank B,Traditional Bank,5,2026-06-10 15:22:21,well designed and easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-10 15:00:34,great,0
Traditional Bank B,Traditional Bank,5,2026-06-10 14:44:02,satisfied,0
Traditional Bank B,Traditional Bank,1,2026-06-10 14:32:04,don't work,0
Traditional Bank B,Traditional Bank,5,2026-06-10 14:18:34,Great bank,0
Traditional Bank B,Traditional Bank,5,2026-06-10 11:47:46,Great App,0
Traditional Bank B,Traditional Bank,1,2026-06-10 11:20:22,App won't let me on anymore. Says it has detected issues with my device and will not open. Looks like a lot of people are having this problem.,0
Traditional Bank B,Traditional Bank,4,2026-06-10 09:52:54,nice app,0
Traditional Bank B,Traditional Bank,4,2026-06-10 09:41:56,"It's a ""Decent"" app but very ""busy"".!! I'm still new to it, but I have several other banking/Credit Card apps that are much cleaner & leaner making them easier to use!?!",2
Traditional Bank B,Traditional Bank,5,2026-06-10 09:14:09,easy to navigate,0
Traditional Bank B,Traditional Bank,1,2026-06-10 08:43:30,has never worked,0
Traditional Bank B,Traditional Bank,5,2026-06-10 08:30:57,Easy to use and to find information about my account quickly.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 06:29:02,Website is clear and easy to work with.,0
Traditional Bank B,Traditional Bank,2,2026-06-10 06:10:05,"When I check the app for statement balance and pay it every month, it will doesn't show paid days after. That's why I still prefer US mail, so I have the physical copy, I keep the confirmation # and don't worry about it. I'm sorry I opted out because I don't want to mess with it online... DONE",0
Traditional Bank B,Traditional Bank,5,2026-06-10 05:54:25,allways accurate and safe.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 05:51:04,easy to navigate my 3 citi accounts and pay my bills.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 05:35:27,very easy to navigate,0
Traditional Bank B,Traditional Bank,1,2026-06-10 05:35:15,"have not been able to open app in over a week. ""hmm...we seem to be having technical difficulties at this time"" and "" app has detected a problem on the phone"". I see many are having the same issue",0
Traditional Bank B,Traditional Bank,5,2026-06-10 05:07:00,"it has made my life , so much easier , especially paying the bills....",0
Traditional Bank B,Traditional Bank,5,2026-06-10 04:18:09,easy to use and quick,0
Traditional Bank B,Traditional Bank,2,2026-06-10 04:17:43,"Was great until the last update. Now gives me a generic ""try again later"" error when I try to sign in, but only on Wi-Fi for some reason. Other people are having variations of the same problem per social media posts. Tried clearing app data, reinstalling, rebooting, but nothing helps. Problem existed before and after my phone's last Android update.",0
Traditional Bank B,Traditional Bank,5,2026-06-10 04:13:01,I love it!!,0
Traditional Bank B,Traditional Bank,5,2026-06-10 03:42:07,I love how I can see 3 of my cards all in once place and pay from there too. very easy.,0
Traditional Bank B,Traditional Bank,1,2026-06-10 03:18:13,App wont let me make a payment. Cant verify my account.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 02:56:00,easy to use,0
Traditional Bank B,Traditional Bank,1,2026-06-10 02:55:00,app giving error even after uninstalling and reinstalling,0
Traditional Bank B,Traditional Bank,5,2026-06-10 02:54:28,"the app works great! I've never had any trouble with it closing on me, it's very secure and easy to use. I make my payments using it every month with no issues.",0
Traditional Bank B,Traditional Bank,1,2026-06-10 02:52:26,poor performance,0
Traditional Bank B,Traditional Bank,1,2026-06-10 02:45:23,"new version of the app is not functional When attempting to sign in, I get a message ""Citi Mobile app detected issues on your mobile device and cannot be opened at this time. Please try again later,"" I reloaded the app did not fix I loaded on my tablet, had the same problem. I've ruled out the phone as the issue. any suggestions?",0
Traditional Bank B,Traditional Bank,4,2026-06-10 02:41:32,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-10 02:25:37,"The app is now working again. It wasn't working previously on my S23 Ultra latest version of Android 16 and on the one ui 8.5. Thank God, it's working again.",0
Traditional Bank B,Traditional Bank,5,2026-06-10 02:17:33,Works Great. Don't change anything.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 02:14:19,Good ee.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 00:44:12,very good,0
Traditional Bank B,Traditional Bank,5,2026-06-10 00:42:23,it's a great app with a great banking service,0
Traditional Bank B,Traditional Bank,5,2026-06-10 00:33:09,it's easy to use and pay your bill,0
Traditional Bank B,Traditional Bank,5,2026-06-10 00:28:30,Easy to use for a techtard.,0
Traditional Bank B,Traditional Bank,5,2026-06-10 00:08:27,great card to have and great prices and service.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 23:57:17,easy to use!,0
Traditional Bank B,Traditional Bank,1,2026-06-09 23:55:09,I cannot access the mobile app from my phone,0
Traditional Bank B,Traditional Bank,1,2026-06-09 23:28:58,"First time downloading the app and the message I'm getting is ""We've detected something wrong with your phone etc"" I restarted my phone to see if that would help, it didn't. I'll re-rate when this problem gets fixed and I can actually use the app.",0
Traditional Bank B,Traditional Bank,1,2026-06-09 23:14:42,"customer service is out of India, technical support will hang up on you. the app stops working at random times.",0
Traditional Bank B,Traditional Bank,1,2026-06-09 23:09:45,Not working it goes down for weeks. No support no email no chat bots just phone. They tell you the incident moved to the internal tram but no inc report or number.,0
Traditional Bank B,Traditional Bank,1,2026-06-09 22:59:29,too slow.. sometimes doesn't want to open 6/09..app not even working anymore..fix it!,1
Traditional Bank B,Traditional Bank,5,2026-06-09 22:39:06,easy to navigate,0
Traditional Bank B,Traditional Bank,1,2026-06-09 22:10:29,delays reported for c 2xdays cant use app?,0
Traditional Bank B,Traditional Bank,1,2026-06-09 21:20:59,it never opens,0
Traditional Bank B,Traditional Bank,5,2026-06-09 21:13:12,very user-friendly up to the moment. Love the app. It's still easy and keeps me on top of my credit,0
Traditional Bank B,Traditional Bank,5,2026-06-09 21:11:03,good,0
Traditional Bank B,Traditional Bank,5,2026-06-09 21:05:55,it's just easier than trying to call them,0
Traditional Bank B,Traditional Bank,5,2026-06-09 20:59:23,convenient .,0
Traditional Bank B,Traditional Bank,5,2026-06-09 20:34:50,I love Citibank app bcuz it is very easy to use and very convenient for me to see how much I have in my account without driving to the bank's location that's really far away from my house. Thank you Citibank!!,0
Traditional Bank B,Traditional Bank,5,2026-06-09 20:29:23,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-09 20:26:48,Very easy to navigate. My favorite credit card app. Wish other companies followed the same format.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 20:14:00,"the app is easy to use so far,",0
Traditional Bank B,Traditional Bank,5,2026-06-09 19:53:30,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-09 19:45:44,easy to use and love the charges alerts,0
Traditional Bank B,Traditional Bank,5,2026-06-09 19:43:16,Easy to use!,0
Traditional Bank B,Traditional Bank,5,2026-06-09 19:22:21,Easy to navigate. I like seeing all my Citi accounts in one place. one of my favorite financial apps.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 19:20:36,Very Easy to Use.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 19:05:06,Easy to use and navigate. Efficient and reliable.,0
Traditional Bank B,Traditional Bank,1,2026-06-09 19:04:34,The app no longer runs even after uninstalling and rebooting,1
Traditional Bank B,Traditional Bank,5,2026-06-09 18:50:02,Great app. simple. easy to navigate. thanks citi!,0
Traditional Bank B,Traditional Bank,5,2026-06-09 18:40:56,excellent,0
Traditional Bank B,Traditional Bank,5,2026-06-09 18:25:51,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-09 18:20:21,easy to use.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 18:14:58,easy to use!,0
Traditional Bank B,Traditional Bank,5,2026-06-09 18:12:17,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-09 18:02:20,easy to use y - Zelle continues to be top function1,0
Traditional Bank B,Traditional Bank,5,2026-06-09 17:43:15,I have used the app since it came out. never a single problem.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 17:17:12,I like to be able to check my account status on,0
Traditional Bank B,Traditional Bank,1,2026-06-09 16:57:58,Trying to get money from loan and this always happens,0
Traditional Bank B,Traditional Bank,5,2026-06-09 16:17:19,nice way to manage Costco card. easy insight on spending by category.,0
Traditional Bank B,Traditional Bank,4,2026-06-09 15:59:17,uncluttered menus.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:57:22,all In one great app,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:54:03,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:50:18,Very straightforward and easy to use.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:45:31,It was quick & easy. Thank you.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:40:48,works,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:33:34,easy to use,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:27:41,"Easy to navigate, clean",0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:26:33,Fast and easy.,0
Traditional Bank B,Traditional Bank,2,2026-06-09 15:12:27,Its been 5 days the app wont load.,0
Traditional Bank B,Traditional Bank,5,2026-06-09 15:06:00,"Very easy to use, decent security features and alerts.",0
Traditional Bank B,Traditional Bank,5,2026-06-09 14:50:15,very useful and helpful,0
Digital Fintech A,Digital Fintech,1,2026-06-20 15:00:34,I couldn't get it to work,0
Digital Fintech A,Digital Fintech,5,2026-06-20 15:00:29,nice,0
Digital Fintech A,Digital Fintech,4,2026-06-20 14:41:05,"Very convenient to use, but a slight caveat, decent connection is needed for seamless transactions & info updates.",0
Digital Fintech A,Digital Fintech,5,2026-06-20 14:34:40,awesomeness,0
Digital Fintech A,Digital Fintech,1,2026-06-20 14:32:04,"I am extremely disappointed with PayPal. I am a student earning money through art commissions, yet my account was permanently limited without a clear explanation. My funds, which I rely on for expenses, are frozen for 180 days. I tried to appeal, contact support, verify my identity, reset my password, and submit documents, but I was logged out and could not access my account. Even a new account with invoices and payment proof was limited. I request a human review and release of my funds.",0
Digital Fintech A,Digital Fintech,5,2026-06-20 14:21:09,awesome app,0
Digital Fintech A,Digital Fintech,5,2026-06-20 13:54:49,sooo freaking fast n good,0
Digital Fintech A,Digital Fintech,1,2026-06-20 13:50:48,"Expensive 🫰🏽 Venmo , cash app are SUPERIOR,🤑🤑🤑",0
Digital Fintech A,Digital Fintech,5,2026-06-20 13:49:19,Reliable and safe! Excellent back up service. Would prefer it to be linked to more banks in South Africa.,0
Digital Fintech A,Digital Fintech,1,2026-06-20 13:32:56,"Extremely disappointing experience with PayPal. My account was permanently limited without a clear explanation, and accessing support has been frustrating. Funds can be held for long periods, and the review process feels unfair, especially for small businesses. Communication is often automated, making it difficult to resolve issues. I would not recommend relying on PayPal as your primary payment platform.",0
Digital Fintech A,Digital Fintech,5,2026-06-20 13:26:35,I love it easy to use,0
Digital Fintech A,Digital Fintech,5,2026-06-20 13:20:22,love PayPal ❤️ I canceled my cash app because it's to much. it doesn't have enough privacy on it.,0
Digital Fintech A,Digital Fintech,5,2026-06-20 12:44:46,"PayPal is the best way to make a transaction, I appreciate security terms, and I love the fast transfer speeds , they give me peace of mind transferring funds , and it was very easy to go apps . the apps incredibly easy process, and I appreciate all the processes .",0
Digital Fintech A,Digital Fintech,1,2026-06-20 11:58:58,this app will restrict account and not recover options are available from support also even if you give them proper documents and whichever which they ask to verify very risky app,0
Digital Fintech A,Digital Fintech,1,2026-06-20 11:50:00,1 star I would rate this 0 star this app only accept passport driver license and don't accept my government id,0
Digital Fintech A,Digital Fintech,1,2026-06-20 11:44:12,"It doesn't work at all. You guys permanently limit my account, and there is no way to fix it",0
Digital Fintech A,Digital Fintech,1,2026-06-20 11:39:03,too much fee charges,0
Digital Fintech A,Digital Fintech,1,2026-06-20 11:17:51,If I can rate this a negative star. all my transaction is legal then suddenly they hold my funds for 180 days and permanently block my account even I send proofs all they need to my transaction it's worst don't use this app!!!,0
Digital Fintech A,Digital Fintech,5,2026-06-20 11:00:42,Very Great full to PayPal.,0
Digital Fintech A,Digital Fintech,5,2026-06-20 10:32:50,Everything is easy to understand and function.,0
Digital Fintech A,Digital Fintech,5,2026-06-20 09:13:44,awesome pay app appreciate everything great job,0
Digital Fintech A,Digital Fintech,1,2026-06-20 09:00:33,waste of my time worthless,0
Digital Fintech A,Digital Fintech,1,2026-06-20 08:57:43,I am so mad i need to rest my password because my old account is old so I give it the code from my email and then it still want me to do more?? what the phone numbers old so I can use the text me so I go to help and press chat and I need to be logged in to talk with someone THE PROBLEM IS I CANT LOGIN IN over all this is a very stressful experience now I will have to wait till tomorrow to call and try to get this fixed over all So far me coming back to this app has stressed me out.,0
Digital Fintech A,Digital Fintech,5,2026-06-20 08:23:08,Love,0
Digital Fintech A,Digital Fintech,5,2026-06-20 08:20:43,good apps for money,0
Digital Fintech A,Digital Fintech,5,2026-06-20 08:20:05,paypal is secure and convenient way to send and receive money online with fast transactions and wide acceptance worldwide,0
Digital Fintech A,Digital Fintech,5,2026-06-20 08:17:40,I choose PayPal over the others. I've had for over 10 years and have had no problems. 👍,0
Digital Fintech A,Digital Fintech,5,2026-06-20 08:17:39,Great 👍,0
Digital Fintech A,Digital Fintech,5,2026-06-20 07:58:38,quick and easy to use for payment all across the country,0
Digital Fintech A,Digital Fintech,5,2026-06-20 07:48:25,"I use PayPal for almost all.of my online purchases. it's safe, easy, convenient and hassle-free.",0
Digital Fintech A,Digital Fintech,5,2026-06-20 07:22:23,this app is amazingly helpful stress free cute notes and images to send family an friends when sending $ ⭐⭐⭐⭐⭐,0
Digital Fintech A,Digital Fintech,1,2026-06-20 07:11:05,problem my bank account cannot verify 😥,0
Digital Fintech A,Digital Fintech,5,2026-06-20 07:06:40,easy to use..one of my fav on9 bank apps,0
Digital Fintech A,Digital Fintech,5,2026-06-20 07:03:35,most of my friend tell me paypal one of best app i must use it,0
Digital Fintech A,Digital Fintech,1,2026-06-20 06:52:49,"Customer service is appalling. I have used PayPal almost exclusively for well over 10 years and recently had an account issue due to my bank account being compromised outside PayPal which led to my account and card being locked while my bank fixed the issue. In those 4 days, a Pay-In-4 payment was missed and even though I made it up within days, I am now not able to use the Pay-In-4 option. I tried to get a resolution but got generic responses only. Appalling.",0
Digital Fintech A,Digital Fintech,5,2026-06-20 05:50:15,"i give 5 star and more than 10 star ,very exprensive good apps for funds transfer to my own bank acct..thanks you very much too all and bank company owner..good app wallet,nice,easy,good faster trustly all payment funds..",0
Digital Fintech A,Digital Fintech,5,2026-06-20 05:45:43,PayPal is a convenient and secure payment app. It makes online payments fast and easy.,0
Digital Fintech A,Digital Fintech,1,2026-06-20 05:41:13,"Repeated forced updates for no reason, and they keep changing the layout and making things even more unintuitive and complicated than they already were.",258
Digital Fintech A,Digital Fintech,5,2026-06-20 05:39:02,"its easier to me if my aunt wanted to send Money from another country ehheeh, and the feature its also easy to use",0
Digital Fintech A,Digital Fintech,1,2026-06-20 05:27:37,horrible it's horrible I can't access my PayPal it's horrible thinking about just doing away with it app seems to me nothing but trouble and problems I don't need to stress in my life,0
Digital Fintech A,Digital Fintech,5,2026-06-20 04:54:02,works for what I work it for,0
Digital Fintech A,Digital Fintech,5,2026-06-20 04:09:59,better than any bank,0
Digital Fintech A,Digital Fintech,1,2026-06-20 04:03:12,"Could always count on your app, what happened ?",0
Digital Fintech A,Digital Fintech,1,2026-06-20 03:59:12,ID verification trash. Been trying for hours to verify my identity and it just takes me back to the beginning. The app is filled with so many bugs. with how much in fees they take you'd think they'd pay the devs a good amount to not have these issues. And now I cant do nothing with the 100s in bitcoin I bought because it didnt need my identity to buy but it does to transfer. smdh,0
Digital Fintech A,Digital Fintech,5,2026-06-20 03:44:59,Safe and trusted for online shopping and sending/receiving money across borders.,0
Digital Fintech A,Digital Fintech,5,2026-06-20 03:02:42,pretty good so far....,0
Digital Fintech A,Digital Fintech,1,2026-06-20 02:45:52,"I am a new user, I have been trying to sign in for days.but I have been unable to pls do something about your network so new comers can register.",0
Digital Fintech A,Digital Fintech,5,2026-06-20 02:41:50,Helpful,0
Digital Fintech A,Digital Fintech,3,2026-06-20 02:05:19,"I couldn't get into My account,but I had to get a card so I could use it and PayPal would not let me add it to my account and I was wanting help a robot get to answer the question and I sitting there fighting with a bot talk about stupid bring back real people,!!!!",0
Digital Fintech A,Digital Fintech,5,2026-06-20 01:56:26,"PayPal is okay I can't complain about them too much. I've had them for 8 years and I will say they are constantly improving. I work for myself so they do make it easy to receive credit card payments by offering an option where you send the client an invoice and they pay you with a credit card through that invoice. very handy, like I said they are always improving",0
Digital Fintech A,Digital Fintech,1,2026-06-20 01:41:35,"very annoying app only just to recover forgotten password they can't do, for more than 1hour I don't have such patient to weast on such .",0
Digital Fintech A,Digital Fintech,5,2026-06-20 01:39:35,"wonderful ,fast , reliable and professional app",0
Digital Fintech A,Digital Fintech,1,2026-06-20 01:39:13,well I tried to close my old account down that had money in it I donated the money out of it so I could close it and it is still yet to be closed after calling four times I'm unable to use my new account because the old account is still attached to my name meaning my information is still attached to another account so the money that I have in my new account I'm still unable to use it's ridiculous I've called like four times trying to get it shut down and for some reason they can't do it or won't,0
Digital Fintech A,Digital Fintech,4,2026-06-20 00:54:03,Good experience,0
Digital Fintech A,Digital Fintech,5,2026-06-20 00:47:50,awesome,0
Digital Fintech A,Digital Fintech,5,2026-06-20 00:19:25,Love the App!,0
Digital Fintech A,Digital Fintech,1,2026-06-20 00:16:34,"Don't download it , it will not let you log in",0
Digital Fintech A,Digital Fintech,1,2026-06-20 00:02:24,I would give a lower rating of I could they deactivated my account and refused to tell me why. they refused to tell me what the risk concern was and made it to where I can not use PayPal anymore and I lost the money in my account. I strongly suggest that nobody uses this app,0
Digital Fintech A,Digital Fintech,1,2026-06-19 23:44:12,Suxs wouldn't let me tie the card to the app,0
Digital Fintech A,Digital Fintech,5,2026-06-19 23:01:32,always a success UK to Jo'burg,0
Digital Fintech A,Digital Fintech,5,2026-06-19 22:36:28,play with paypal,0
Digital Fintech A,Digital Fintech,3,2026-06-19 22:36:11,"Knocked it down from 5 to 3, as a recent update regressed the app. When you write a comment with a payment, you cannot see what you type as the screen is taken up by some unwanted giant emoji options. annoying as f*.",0
Digital Fintech A,Digital Fintech,5,2026-06-19 22:02:11,Great app,0
Digital Fintech A,Digital Fintech,5,2026-06-19 21:54:54,excellent app,0
Digital Fintech A,Digital Fintech,5,2026-06-19 21:53:06,this is a very good app,0
Digital Fintech A,Digital Fintech,2,2026-06-19 21:20:53,why does it say I'm a cheat when I go to cash out a large amount of money and it won't help,0
Digital Fintech A,Digital Fintech,5,2026-06-19 21:15:57,Awesome,0
Digital Fintech A,Digital Fintech,5,2026-06-19 21:06:42,Very good financial,0
Digital Fintech A,Digital Fintech,1,2026-06-19 20:47:55,I need to speak to a human otherwise your app is useless to me,0
Digital Fintech A,Digital Fintech,1,2026-06-19 20:43:15,"limiting accounts for your confidential criteria, this is not for artists, do not use paypal if u dont want to be suspended permanently 💀",0
Digital Fintech A,Digital Fintech,1,2026-06-19 20:37:05,"(edit) log in system was faulty 5 years ago and only received a couple months within that year. 5 years later and now I'm dealing with a new issue, Charge Back Protection, specifically the other end of it. not only have I sent the money of these charges but now I'm paying double of each payment already sent. so much so that cases are being opened up behind my back to pay this company more. putting together court document and deleting this account when finished",56
Digital Fintech A,Digital Fintech,5,2026-06-19 20:28:38,lovely,0
Digital Fintech A,Digital Fintech,1,2026-06-19 20:00:24,I hate this app it's always taking money off my card and I can't do nothing cuz it's always asking me my password and then when I put it in its telling me that that's not it I hate PayPal,0
Digital Fintech A,Digital Fintech,1,2026-06-19 19:51:39,don't let me mSke a acc ount,0
Digital Fintech A,Digital Fintech,5,2026-06-19 19:33:02,the only thing I can move my account with today,0
Digital Fintech A,Digital Fintech,2,2026-06-19 19:30:56,I'm not able to take screenshots when I send money PayPal not always sending receipts to my email,0
Digital Fintech A,Digital Fintech,2,2026-06-19 19:07:20,stops every 5 second. have to choise wait every timr,0
Digital Fintech A,Digital Fintech,5,2026-06-19 19:01:19,I believe it will be a very good and quick app if only the time needed to get codes from my Google account to it will be increase. the time is just 5 second please it is too short. this is so because before the codes drops in my email fore to pick it and paste 5 second already over than I will start allover again and again without success thereby hindering me from performing any transactions.,0
Digital Fintech A,Digital Fintech,5,2026-06-19 18:58:17,I love this app,0
Digital Fintech A,Digital Fintech,1,2026-06-19 18:57:21,"what a bad app too be honest , recently i got scammed by 20$ I make a poster work for someone and he payed me 20$ and after 1 month that guy filed a refund on PayPal and the thing is PayPal actually send him the refund after 15 days of review and he don't have a single proof i scammed him but I have every chats screenshot and he only take refunded by doing chats to paypal it's hard to believe that a guy who don't have any single proof and even paypal is not even asking him proofs , worst app",0
Digital Fintech A,Digital Fintech,5,2026-06-19 18:41:51,stupid,0
Digital Fintech A,Digital Fintech,3,2026-06-19 18:28:00,doesn't let me add a note when sending or requesting $€£,0
Digital Fintech A,Digital Fintech,5,2026-06-19 18:25:50,good,0
Digital Fintech A,Digital Fintech,5,2026-06-19 18:23:58,Fast transfers,0
Digital Fintech A,Digital Fintech,1,2026-06-19 18:03:47,"one of the worst apps to be ever invented, they're thieves and I repeat once more, they're THIEVES, they just decided to steal my $50 even after promising that it would be released after the 180 days. they will take your money and there is nothing you will do about it. tried reaching out to customer service agents and all they could say is that it's their internal department ruling and there is nothing they can do about it. they will steal your money without any clear reason as to why.",1
Digital Fintech A,Digital Fintech,1,2026-06-19 17:59:14,no more! PayPal used to be a guarantee and safe payment method for online purchases. past few years their service and support has gone way downhill. One of the worst AI chat bots I've dealt with in quite some time. it used to be you could count on them to help you with invalid payments that you did not authorize. now you have to not only deal directly with vendor but you have to wait 6 MONTHS before PayPal will step in and help. not what I signed up for and not one that will have your back.,1
Digital Fintech A,Digital Fintech,5,2026-06-19 17:29:17,"I've tried a lot of apps like this, but this one truly stands out. The interface is clean, easy to navigate, and everything works smoothly without unnecessary complications. I appreciate how much effort the developers put into both the design and performance. It has become part of my daily routine because it's reliable and does exactly what it promises. Highly recommended to anyone looking for a well-made app. Keep up the amazing work!",0
Digital Fintech A,Digital Fintech,1,2026-06-19 17:04:43,I don't like the money on hold it,0
Digital Fintech A,Digital Fintech,5,2026-06-19 17:02:48,Most Favorite Paypal The #1 App,0
Digital Fintech A,Digital Fintech,5,2026-06-19 16:57:47,"A lot of people write different things, but for me, PayPal is a great app with a lot of features.",0
Digital Fintech A,Digital Fintech,3,2026-06-19 16:18:55,"Your scanning of face and ID needs work. It's ridiculous how long it takes to get a scan. closer, center Your face, closer, closer, center Your face, it never ends. then the ID took forever. Finally, we can't verify you. Stupid app. My ID expires in a couple years and, gasp, you age in 5 years. Definitely not up to the standards of newer technology. Try sticking some money into your app once in awhile.",0
Digital Fintech A,Digital Fintech,5,2026-06-19 15:53:55,Smooth,0
Digital Fintech A,Digital Fintech,2,2026-06-19 15:40:47,I really don't trust it too much.,0
Digital Fintech A,Digital Fintech,5,2026-06-19 15:37:09,easy to use!,0
Digital Fintech A,Digital Fintech,2,2026-06-19 15:27:05,The app keeps forcing itself to stop. AND I was locked out of my account for no reason. Love that this app totally works.,0
Digital Fintech A,Digital Fintech,1,2026-06-19 15:15:07,"Regulasi paypal terlalu sensitif, sedikit2 langsung merah perlu ngisi biodata pelengkap, tidak dapat di andalkan, sangat tidak di rekomendasikan untuk di pakai pembayaran lintas negara 👎",0
Digital Fintech A,Digital Fintech,5,2026-06-19 15:13:12,nice apps,0
Digital Fintech A,Digital Fintech,5,2026-06-19 15:08:54,👌 best,0
